"","county.y","state","pop","pubtransit","whitepct","collegepct","medinc","medhomevalue","povpct","gini","noinsurance","nonprofitpct","cases","votepct"
"116","Osceola","Florida",338619,1.29660175990852,72.8715754284314,2054.86530813993,50063,179800,16.2922851841279,0.4283,15.5383994588115,0.0505234996012657,70069,55.0639374135981
"117","Palm Beach","Florida",1446277,1.80676607245893,74.0173562879034,3569.18972421953,59943,264400,12.8181169467502,0.5221,13.4109558846097,0.0483006835481208,220108,56.7908178751674
"118","Pasco","Florida",510593,0.436425000363687,87.6153805477161,2342.58818952101,50417,149000,13.4502760945711,0.4517,11.7009388015519,0.0604727319733233,77645,59.3334858875085
"119","Pinellas","Florida",957875,1.74108441180747,81.7050241419809,3096.16245672662,51454,183000,13.0450356124375,0.4857,11.2930605570526,0.0736214471442661,131581,61.661519889601
"120","Polk","Florida",668671,0.52854318661469,77.794012302014,1998.11161809642,48500,135400,16.5946707234639,0.4423,12.9959554616405,0.0637616874504459,125879,54.8029753678249
"121","Putnam","Florida",72766,0.499512670565302,79.943929857351,1237.84722222222,35649,84500,24.8071274996136,0.4599,15.8936975435362,0.0693616169701821,12540,57.9576478823941
"122","St. Johns","Florida",235503,0.133604903206518,88.6273210956973,4371.22012095613,77323,287700,8.44139115500215,0.4655,8.30130274358569,0.0892190899412119,39717,74.2093303906326
"123","St. Lucie","Florida",305591,0.347303362637894,73.2204155227085,2032.59036253831,49373,165700,15.0382597433491,0.4475,13.9068393427057,0.0593572928636526,46783,57.8351099650149
"124","Santa Rosa","Florida",170442,0.0865718884845861,85.5827788925265,2809.25333580899,66242,184400,9.84534760142192,0.4216,9.84546422645434,0.0850026032389773,31805,66.2066519783901
"125","Sarasota","Florida",412144,0.718865952283439,91.2285511859932,3467.14093689707,58644,234800,9.65478398174064,0.485,11.179958414052,0.0608986684612796,54239,65.0445958263645
"126","Seminole","Florida",455086,0.890639146199509,77.2346325749419,3824.93001150539,63760,224000,11.4075490024327,0.46,10.1787914925251,0.0802755226684423,60718,62.7836340896909
"127","Sumter","Florida",120999,0.249969266073843,88.797428077918,3109.75722329918,55228,246500,8.82239538032514,0.4278,6.03910974344295,0.0726500766599835,14162,68.3611688230626
"128","Suwannee","Florida",43924,0,82.8408159548311,1470.50276082534,42686,95200,17.8461392615064,0.4715,13.668505161929,0.067312838199441,9071,54.3809634628811
"129","Taylor","Florida",22098,0.0313479623824451,74.653814824871,735.952262555942,36934,82900,19.7705989915221,0.4179,10.8065135149953,0.0548874498920752,4495,52.009853319897
"130","Volusia","Florida",527634,1.00978415805959,82.3927191955029,2356.1301727106,46760,164200,15.2034695592539,0.4617,12.339475794797,0.0661363997909233,73507,60.2015572571228
"131","Wakulla","Florida",31877,0.030154542027893,82.2003325281551,1838.31527650872,62778,144700,11.5312775330396,0.3787,8.92611046326725,0.0468187274909964,6297,61.2863302459278
"132","Walton","Florida",65858,0.332882554873609,86.6849889155456,2838.88900412786,53785,222700,14.6885297348188,0.4993,13.0895634721525,0.0526799074955788,11692,64.1205512876723
"133","Washington","Florida",24566,0.24878568889942,80.5055768134821,1173.7009303381,37188,109800,22.4168686822485,0.4401,12.6450964262864,0.044564325085024,4489,56.6553247676604
"134","Appling","Georgia",18454,0.33208800332088,76.0431342798309,968.108415158646,39561,75900,23.2936860827034,0.4446,15.5774146937868,0.036047149122807,3424,50.6464427591188
"135","Atkinson","Georgia",8265,0,72.1960072595281,992.351816443595,34877,60100,29.9659201557936,0.4765,24.7875697984948,0.0277777777777778,1528,43.492751208132
"136","Bacon","Georgia",11228,0.460941290635614,80.8069112931956,1008.21106474626,36964,73000,27.2286637521384,0.4588,18.3520243299753,0.0619874577906416,2457,48.0918770187822
"137","Baldwin","Georgia",45286,0.829997645396751,53.8157487965376,2091.58945117605,39426,112500,26.1907638771417,0.4897,11.5551054230734,0.0588999322340185,6540,44.0472285995408
"138","Banks","Georgia",18510,0,92.9821717990276,1284.61118477498,45373,142800,13.399664738009,0.4035,15.2653193558846,0.0427196921103271,2675,48.9370658808672
"139","Barrow","Georgia",76887,0.270886797832906,79.5622146786843,1762.35457890027,57348,146500,12.1296587102178,0.3943,14.4977198697068,0.0483554108666367,14168,51.4873939157705
"140","Bartow","Georgia",103620,0.816378595573697,83.9866821077012,1950.53791465763,55452,151700,13.167270207221,0.4303,14.5893399828567,0.0598579077859033,19908,50.6771907794421
"141","Berrien","Georgia",19025,0.212314225053079,84.4520367936925,1180.84291187739,37163,85300,26.270960873037,0.4471,21.424,0.0440366972477064,3421,45.687742651137
"142","Bibb","Georgia",153490,1.09982383061396,40.9479444914978,2567.6854144322,39931,116500,25.6505601525522,0.5221,13.2608217241402,0.0728135048231511,24765,54.2088125259803
"143","Brantley","Georgia",18561,0.810689085722864,93.7395614460428,817.906160229812,37031,68200,24.1094700260643,0.442,19.1174878180834,0.0307623718234507,3090,44.7545990482279
"144","Brooks","Georgia",15622,0.715282623866015,61.5670208680067,1519.46647440519,34322,96900,27.0036752853182,0.5321,19.5405996654227,0.0767241379310345,2379,51.9386834986474
"145","Bryan","Georgia",35885,0,77.0572662672426,3260.5034568339,71322,211800,14.0817414233218,0.4416,10.9361481225125,0.0469057442081879,6228,59.8233647439183
"146","Bulloch","Georgia",74782,1.11416361416361,65.5639057527212,2738.95640432099,41789,135200,28.6695317665444,0.4773,13.2841877451643,0.0375048873650335,11087,42.3415286837264
"147","Burke","Georgia",22550,0.743494423791822,48.4878048780488,1262.83577014621,42773,87900,24.8291674159324,0.4486,13.4384518903422,0.0229286663712893,3683,56.1318206374932
"148","Butts","Georgia",23750,0,68.5852631578947,1136.94781517126,41845,121800,23.7992934211783,0.4747,10.34795042898,0.046662927650028,4504,50.5230736551431
"149","Calhoun","Georgia",6428,0.187265917602996,33.9141257000622,940.134907251265,31725,49000,29.6777081468218,0.4947,19.0822854621663,0.0357583230579531,832,38.3668056081849
"150","Camden","Georgia",52714,0.0528047443031805,72.944568805251,2450.95363716304,56397,159800,12.8987763305681,0.4366,11.6119237634122,0.0439081537019681,7715,47.5197988686361
"151","Candler","Georgia",10827,0.0716845878136201,67.9320217973585,1409.48935578127,32937,91200,32.7957499288493,0.5137,20.2499289974439,0.026685393258427,1557,46.3937862162495
"152","Carroll","Georgia",116022,0.4274863800851,75.2340073434349,2057.14756484367,49608,130200,18.7993652718099,0.4466,12.1401381521067,0.0573807513304401,16058,50.0459386803689
"153","Catoosa","Georgia",66299,0.0256287041486465,92.4870661699271,2075.46341998464,55125,140000,9.81305556404069,0.4156,11.6961463651836,0.0578202339291907,9167,52.5657145102354
"154","Charlton","Georgia",12983,0.577339427471735,66.8874682276824,1054.20353982301,40283,82600,24.3645328572643,0.436,20.9139285412619,0.0619195046439628,2188,38.2185001903312
"155","Chatham","Georgia",287049,2.55827510127582,52.6836881508035,3322.43606094838,54911,184900,15.7572285551647,0.4804,14.3411143904839,0.0757224836620591,37769,49.9338768640268
"156","Chattahoochee","Georgia",10767,0,69.7501625336677,3335.38335383354,46453,69000,16.7690589220888,0.4753,6.37628353759523,0.0381258612769867,5436,16.4497041420118
"157","Chattooga","Georgia",24817,0.148741418764302,86.2594189466898,980.794003981731,36107,69600,19.8789632943034,0.4602,15.1908034055059,0.0238095238095238,4410,42.9724522210071
"158","Cherokee","Georgia",241910,0.533093097064269,86.4176759952048,3696.57127647062,79670,234300,8.09561520506836,0.411,10.7408945554217,0.0515906364993758,42503,62.0063532120246
"159","Clarke","Georgia",124602,4.900314795383,62.8737901478307,4267.33627847409,36889,163700,31.3273232110221,0.5271,13.7912922619432,0.0723717796004492,19620,43.6880755332789
"160","Clay","Georgia",3001,0.813953488372093,30.056647784072,789.954337899543,25000,65900,41.1065852002716,0.493,23.6252545824847,0.00228310502283105,313,52.6685974348366
"161","Clayton","Georgia",278666,3.08260599522735,17.0777920521341,1948.50164418261,45778,97800,20.0345429476649,0.4175,18.841169735192,0.0455137670459481,38038,46.3520920063494
"162","Clinch","Georgia",6743,0,65.8312323891443,1111.60515784793,25236,57100,39.2024078254327,0.5444,20.5926594464501,0.0332299512627382,1449,49.7668761402797
